Conf;Ed;Paper;URL;Code;Suspicious;Live;Ref;DOI;Type;Validated
ICSE;2014;p60-huang.pdf;http://msdn.microsoft.com/;200;false;true;true;false;other;false
ICSE;2014;p60-huang.pdf;http://googletesting;404;false;false;true;false;other;false
ICSE;2014;p60-huang.pdf;http://bugs.mysql.com/bug.php?;200;false;true;true;false;other;false
ICSE;2014;p60-huang.pdf;http://oprofile.sourceforge.net;200;false;true;true;false;other;false
ICSE;2014;p60-huang.pdf;http://www.postgresql.org/;200;false;true;true;false;other;false
ICSE;2014;p60-huang.pdf;http://msdn.microsoft.com/;200;false;true;true;false;other;false
ICSE;2014;p60-huang.pdf;http://lwn.net/Articles/412747/;200;false;true;true;false;other;false
ICSE;2014;p60-huang.pdf;http://gcc.gnu.org/ml/gcc/2010-06/msg00715;404;false;false;true;false;other;false
ICSE;2014;p60-huang.pdf;http://gcc.gnu.org/ml/gcc/2005-11/msg01306;404;false;false;true;false;other;false
ICSE;2014;p676-chen.pdf;http://dx.doi.org/10.1145/2568225.2568310;403;false;false;false;true;other;false
ICSE;2014;p676-chen.pdf;http://freemarker.org/;200;false;true;true;false;other;false
ICSE;2014;p676-chen.pdf;http://projects.ikv.de/qvt/wiki;200;false;true;true;false;other;false
ICSE;2014;p676-chen.pdf;http://wiki.eclipse.org/Model;404;false;false;true;false;other;false
ICSE;2014;p676-chen.pdf;http://www.omg.org/spec/QVT/1.0/PDF/;200;false;true;true;false;other;false
ICSE;2014;p95-maoz.pdf;http://dx.doi.org/10.1145/2568225.2568237;403;false;false;false;true;other;false
ICSE;2014;p95-maoz.pdf;http://autofocus.informatik.tu-muenchen.de/;200;false;true;true;false;other;false
ICSE;2014;p95-maoz.pdf;http://www.monticore.de/languages/montiarc/;200;false;true;true;false;other;false
ICSE;2014;p95-maoz.pdf;http://www.se-rwth.de/materials/cncviews/;200;false;true;true;false;other;false
ICSE;2014;p95-maoz.pdf;http://www.aadl.info/;200;false;true;true;false;other;false
ICSE;2014;p95-maoz.pdf;http://www.cs.cmu.edu/~acme/AcmeStudio/;200;false;true;true;false;other;false
ICSE;2014;p95-maoz.pdf;http://mindstorms.lego.com/;200;false;true;true;false;other;false
ICSE;2014;p95-maoz.pdf;http://www.mathworks.com/products/simulink/;200;false;true;true;false;other;false
ICSE;2014;p95-maoz.pdf;http://www.nxtprograms.com/bumper_car/;200;false;true;true;false;other;false
ICSE;2014;p95-maoz.pdf;http://www.uml.org/;200;false;true;true;false;other;false
ICSE;2014;p95-maoz.pdf;http://www.omg.org/spec/SysML/1.3/;200;false;true;true;false;other;false
ICSE;2017;p141-hoda.pdf;http://stateofagile.versionone.com/;200;false;true;false;false;other;false
ICSE;2017;p15-gopalakrishnan.pdf;http://goo.gl/jmi7Qb;200;false;true;false;false;shortener;false
ICSE;2017;p15-gopalakrishnan.pdf;http://goo.gl/S3XXqh;200;false;true;false;false;shortener;false
ICSE;2017;p209-soltani.pdf;http://doi.acm.org/10.1145/2786805;403;false;false;false;true;other;false
ICSE;2017;p209-soltani.pdf;http://doi.acm.org/10.1145/1735970.1736039;403;false;false;false;true;other;false
ICSE;2017;p209-soltani.pdf;http://doi.acm.org/10.1145/566172.566191;403;false;false;false;true;other;false
ICSE;2017;p209-soltani.pdf;http://dx.doi.org/10.1109/ICSE.2007.37;200;false;true;false;true;other;false
ICSE;2017;p209-soltani.pdf;http:;404;false;false;false;false;other;false
ICSE;2017;p209-soltani.pdf;http://dx.doi.org/10.1109/TSE.2012.14;200;false;true;false;true;other;false
ICSE;2017;p209-soltani.pdf;http://dx.doi.org/10.1007/;200;false;true;false;true;other;false
ICSE;2017;p209-soltani.pdf;http://doi.acm.org/10.1145/1065010.1065036;403;false;false;false;true;other;false
ICSE;2017;p209-soltani.pdf;http://dl.acm.org/citation.cfm?id=1792786.1792798;403;false;false;false;false;other;false
ICSE;2017;p209-soltani.pdf;http:;404;false;false;false;false;other;false
ICSE;2017;p209-soltani.pdf;http://dx.doi.org/10.1109/TSE.2014.2364175;200;false;true;false;true;other;false
ICSE;2017;p209-soltani.pdf;http://doi.acm.org/10.1145/1831708.1831729;403;false;false;false;true;other;false
ICSE;2017;p209-soltani.pdf;http://dx.doi.org/10;404;false;false;false;true;other;false
ICSE;2017;p3-guo.pdf;http:;404;false;false;false;false;other;false
ICSE;2017;p3-guo.pdf;https:;404;false;false;false;false;other;false
ICSE;2017;p3-guo.pdf;https:;404;false;false;false;false;other;false
ICSE;2017;p312-lee.pdf;http://softarch.usc.edu/sealant/;200;false;true;false;false;other;false
ICSE;2017;p312-lee.pdf;http://softarch.usc.edu/sealant/;200;false;true;false;false;other;false
ICSE;2017;p312-lee.pdf;http://softarch.usc.edu/sealant/;200;false;true;false;false;other;false
ICSE;2017;p312-lee.pdf;http://www.norton.com/;200;false;true;false;false;other;false
ICSE;2017;p312-lee.pdf;https://insights.samsung.com/2015/10/12/is-rooting-your-phonesafe-the-security-risks-of-rooting-devices;404;false;false;false;false;other;false
ICSE;2017;p312-lee.pdf;https://github.com/secure-softwareengineering/DroidBench;404;false;false;false;false;github;false
ICSE;2017;p312-lee.pdf;http://play.google.com/store/apps;200;false;true;false;false;other;false
ICSE;2017;p312-lee.pdf;http:;404;false;false;false;false;other;false
ICSE;2017;p312-lee.pdf;https://developer.android.com/guide/components/intents-filters.html;200;false;true;false;false;other;false
ICSE;2017;p312-lee.pdf;https://source.android.com;200;false;true;false;false;other;false
